レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,氏名,所属,水路,時間,飛込タイム,LAPタイム
No.5,,,,,,,3,阿佐谷,,,,204歳,39.06
No.5,,,,,,,1,棚網恵理,,,,0.84,
No.5,,,,,,,2,三嶋祐子,,,,0.89,
No.5,,,,,,,3,大久呆彩子,,,,0.66,
No.5,,,,,,,4,宮百合恵,,,,0.69,
No.5,,,,,,,4,大森,,,,207歳,43.60
No.5,,,,,,,1,髙島典子,,,,0.84,
No.5,,,,,,,2,森信子,,,,0.52,
No.5,,,,,,,3,桐沢ひとみ,,,,,
No.5,,,,,,,4,冨永結衣子,,,,0.39,
No.5,,,,,,,1,二俣川,,,,169歳,31.92
No.5,,,,,,,1,竹下菜々美,,,,0.69,
No.5,,,,,,,2,草野茜,,,,0.43,
No.5,,,,,,,3,吉池奈々,,,,0.54,
No.5,,,,,,,4,前田由希映,,,,0.48,
No.5,,,,,,,2,慶應日吉,,,,172歳,33.97
No.5,,,,,,,1,宮本八重,,,,0.70,
No.5,,,,,,,2,RacaruGabriela,,,,0.66,
No.5,,,,,,,3,福本麻美,,,,0.48,
No.5,,,,,,,4,小豆澤和代,,,,0.69,
No.5,,,,,,,3,天王洲,,,,168歳,39.34
No.5,,,,,,,1,萩原ゅりか,,,,0.94,
No.5,,,,,,,2,井島孝子,,,,0.72,
No.5,,,,,,,3,中辷澄美,,,,0.64,
No.5,,,,,,,4,四井美穂,,,,,
No.5,,,,,,,4,長津田,,,,190歳,49.25
No.5,,,,,,,1,久呆とし子,,,,1.04,
No.5,,,,,,,2,久呆かおり,,,,0.27,
No.5,,,,,,,3,久呆美由幻,,,,0.20,
No.5,,,,,,,4,宮林佑.,,,,0.89,
No.5,,,,,,,1,長津田,,,,129歳,32.83
No.5,,,,,,,1,吉村余,,,,0.78,
No.5,,,,,,,2,川北恵,,,,0.48,
No.5,,,,,,,3,森谷麻貴,,,,0.18,
No.5,,,,,,,4,高橋良,,,,0.29,
No.5,,,,,,,2,成城,,,,141歳,32.47
No.5,,,,,,,1,仲田美,,,,0.73,
No.5,,,,,,,2,丸都,,,,0.43,
No.5,,,,,,,3,中畑眸,,,,0.41,
No.5,,,,,,,4,佐々木彩,,,,0.19,
No.6,,,,,,,1,長津田,,,,212歳,30.16
No.6,,,,,,,1,花井一也,,,,0.63,
No.6,,,,,,,2,藤本和,,,,0.28,
No.6,,,,,,,3,星野隆,,,,0.50,
No.6,,,,,,,4,矢部裕之,,,,0.54,
No.6,,,,,,,2,市ヶ尾,,,,209歳,27.99
No.6,,,,,,,1,田窪達,,,,0.65,
No.6,,,,,,,2,安 稔,,,,0.61,
No.6,,,,,,,3,山内悠,,,,0.28,
No.6,,,,,,,4,吉岡人,,,,0.45,
No.6,,,,,,,3,二俣川,,,,208歳,31.37
No.6,,,,,,,1,堀川広祐,,,,0.66,
No.6,,,,,,,2,下家成人,,,,0.31,
No.6,,,,,,,3,関ロ義和,,,,0.35,
No.6,,,,,,,4,草野剛史,,,,0.37,
No.6,,,,,,,4,天王洲,,,,200歳,31.42
No.6,,,,,,,1,寺田遼太,,,,0.85,
No.6,,,,,,,2,千葉忠英,,,,0.52,
No.6,,,,,,,3,日暮正明,,,,0.71,
No.6,,,,,,,4,佐藤流生,,,,0.70,
No.6,,,,,,,1,二俣川,,,,167歳,27.78
No.6,,,,,,,1,前田行,,,,0.70,
No.6,,,,,,,2,知見彦,,,,0.26,
No.6,,,,,,,3,鶴谷学,,,,0.36,
No.6,,,,,,,4,前田輔,,,,0.34,
No.6,,,,,,,2,天王洲,,,,162歳,27.34
No.6,,,,,,,1,小野健,,,,0.65,
No.6,,,,,,,2,倉持公一,,,,0.38,
No.6,,,,,,,3,久保卓士,,,,0.61,
No.6,,,,,,,4,星友也,,,,0.32,
No.6,,,,,,,3,成城,,,,173歳,29.62
No.6,,,,,,,1,石井龍,,,,0.70,
No.6,,,,,,,2,村上守,,,,0.50,
No.6,,,,,,,3,宀田遼太,,,,0.34,
No.6,,,,,,,4,羽田一,,,,0.45,
No.6,,,,,,,4,大宀宀原,,,,174歳,32.51
No.6,,,,,,,1,皆川雅登,,,,0.74,
No.6,,,,,,,2,宀川則仁,,,,0.47,
No.6,,,,,,,3,川瀬健次,,,,0.32,
No.6,,,,,,,4,岡内昭伍,,,,0.39,
No.6,,,,,,,5,阿佐谷,,,,189歳,37.10
No.6,,,,,,,1,紺野忠大,,,,0.74,
No.6,,,,,,,2,若杉佳宏,,,,0.38,
No.6,,,,,,,3,大川明徳,,,,0.48,
No.6,,,,,,,4,松本隆宏,,,,0.71,
No.6,,,,,,,1,阿佐谷,,,,152歳,27.83
No.6,,,,,,,1,和田弘太郎,,,,0.66,
No.6,,,,,,,2,津守陽介,,,,0.38,
No.6,,,,,,,3,和田,,,,0.79,
No.6,,,,,,,4,棚網宏之,,,,0.44,
No.6,,,,,,,1,成城,,,,88歳,27.23
No.6,,,,,,,1,服部碧,,,,0.66,
No.6,,,,,,,2,黒田大介,,,,0.18,
No.6,,,,,,,3,柿召龍史,,,,0.40,
No.6,,,,,,,4,板場貴大,,,,0.45,
No.6,,,,,,,2,葛西,,,,96歳,29.42
No.6,,,,,,,1,嶋田翔太,,,,0.60,
No.6,,,,,,,2,織戸友宏,,,,0.51,
No.6,,,,,,,3,矢野匠,,,,0.56,
No.6,,,,,,,4,加納聖士,,,,0.34,
No.6,,,,,,,3,天王洲,,,,109歳,28.55
No.6,,,,,,,1,木渕大輝,,,,0.66,
No.6,,,,,,,2,中村,,,,0.33,
No.6,,,,,,,3,加 英貴,,,,0.57,
No.6,,,,,,,4,鈴木裕介,,,,0.40,
No.7,,,,,,,1,長谷部征子,,,,・八王子,1:04.80
No.7,,,,,,,1,大山恵子,,,,・葛西,47.90
No.7,,,,,,,1,菅野泰子,,,,・葛西,46.84
No.7,,,,,,,2,瀧下節子,,,,・志木,57.67
No.7,,,,,,,3,水谷裕子,,,,・西新井,1:09.24
No.7,,,,,,,4,木村恵子 ・,,,,谷,1:03.35
No.7,,,,,,,5,松木真知子,,,,・ときわ台,1:13.17
No.7,,,,,,,1,森谷登志江,,,,・慶應日吉,53.43
No.7,,,,,,,2,井手敦子,,,,・慶應日吉,53.95
No.7,,,,,,,3,育村博子,,,,・おおたか,1:00.88
No.7,,,,,,,4,久松葉子,,,,・成瀬,1:09.18
No.7,,,,,,,5,太田初美 ・,,,,谷,59.30
No.7,,,,,,,1,若林朋子,,,,・大宮宮原,36.25
No.7,,,,,,,2,田中貴子,,,,・清瀬,41.63
No.7,,,,,,,3,野島久枝,,,,・二俣川,47.61
No.7,,,,,,,4,高松早智子,,,,・南宇都宮,50.09
No.7,,,,,,,5,盛田真規子,,,,・二俣川,58.91
No.7,,,,,,,1,川村代子,,,,・二俣川,44.68
No.7,,,,,,,2,角南美貴,,,,・我孫子,51.05
No.7,,,,,,,3,山口仁子,,,,・上池袋,1:07.07
No.7,,,,,,,1,池田百合子,,,,・市ヶ尾,33.69
No.7,,,,,,,2,広瀬百合香,,,,・武蔵小杉,38.21
No.7,,,,,,,3,大島江理子,,,,・大森,43.44
No.7,,,,,,,4,白須靖子,,,,・市ヶ尾,50.20
No.7,,,,,,,5,比留川美緒,,,,・平塚,45.69
No.7,,,,,,,1,佐桂子 ・,,,,浜,47.15
No.7,,,,,,,1,中村可奈子,,,,・おおたか,39.12
No.7,,,,,,,2,山田紗子 ・,,,,谷,43.13
No.7,,,,,,,1,宮下奏子,,,,・市ヶ尾,35.92
No.7,,,,,,,2,川北恵,,,,・長津田,36.00
No.7,,,,,,,1,松前里奈,,,,・おおたか,35.09
No.7,,,,,,,2,遠桃 ・,,,,谷,33.59
No.7,,,,,,,3,仲田笑美,,,,・成城,35.26
No.7,,,,,,,4,長谷ちひろ,茂原,5/10,3:31.37,0.79,42.02
No.7,,,,,,,5,井上唯,慶應日吉,3/10,3:33.11,0.81,41.69
No.7,,,,,,,1,竹下菜々美,,,,・二俣川,34.36
No.7,,,,,,,2,嶋田菜々子,,,,・おおたか,35.43
No.7,,,,,,,3,石井理桜子,,,,・市川,36.16
No.7,,,,,,,4,足立知実,,,,・平塚,43.49
No.7,,,,,,,5,森谷麻貴,長津田,4/10,3:31.06,0.75,42.27
No.7,,,,,,,1,竹山睦月,,,,・南青山,33.04
No.7,,,,,,,2,星野真美,,,,・志木,39.17
No.8,,,,,,,1,木津,,,,・成城,44.88
No.8,,,,,,,2,安藤次郎 ・,,,,山,42.29
No.8,,,,,,,3,白井清嗣,,,,・大宮宮原,1:01.15
No.8,,,,,,,4,伴野保志,,,,・阿佐谷,1:09.71
No.8,,,,,,,1,吉原一彦,,,,・阿佐谷,35.22
No.8,,,,,,,2,菱沼和男,,,,・葛西,57.97
No.8,,,,,,,3,臼井全人,,,,・大宮宮原,1:00.83
No.8,,,,,,,1,和田浩一,,,,・用賀,36.01
No.8,,,,,,,2,大塚克,,,,・市川,42.29
No.8,,,,,,,1,渡部佳彦,,,,・市川,33.22
No.8,,,,,,,2,小倉和彦,,,,・清瀬,32.78
No.8,,,,,,,3,神尾尚人,,,,・市ヶ尾,40.54
No.8,,,,,,,4,兼森伸兒,,,,ザバス八景,41.98
No.8,,,,,,,5,若島健二,,,,・二俣川,45.65
No.8,,,,,,,6,小池輝明,,,,・武蔵小杉,45.87
No.8,,,,,,,7,小島淳,,,,・柏,47.44
No.8,,,,,,,8,横山恵一 ・,,,,谷,45.60
No.8,,,,,,,9,二宮博,,,,・横浜,44.04
No.8,,,,,,,1,小倉秀和,,,,・清瀬,33.09
No.8,,,,,,,2,柄澤英也,,,,・用賀,36.19
No.8,,,,,,,3,北村洋一,,,,・大森,38.18
No.8,,,,,,,4,町田克浩,,,,・大森,36.60
No.8,,,,,,,5,飯田正敏,,,,・用賀,36.99
No.8,,,,,,,6,成島毅,F宇都宮,4/10,3:06.85,0.79,38.26
No.8,,,,,,,7,高田義久,八王子,3/10,3:29.52,0.67,42.25
No.8,,,,,,,8,福田剛紀,,,,G-SPA,43.29
No.8,,,,,,,9,大木義之,,,,・清瀬,51.41
No.8,,,,,,,1,田窪,,,,・市ヶ尾,29.95
No.8,,,,,,,2,大村俊文,二俣川,5/10,2:36.95,0.75,30.58
No.8,,,,,,,3,土井清孝,,,,ザバス鶴見,33.02
No.8,,,,,,,4,羽田浩一,,,,・成城,33.27
No.8,,,,,,,5,小秀幸,,,,・八王子,33.73
No.8,,,,,,,6,磯貝知弘,,,,・柏,34.47
No.8,,,,,,,7,平田博之,,,,・ときわ台,37.16
No.8,,,,,,,8,祖川久茂,,,,・長津田,36.54
No.8,,,,,,,9,阿部友照,,,,・東十条,36.93
No.8,,,,,,,10,大沢祐輔,,,,・福生,40.56
No.8,,,,,,,11,大川明徳,,,,・阿佐谷,41.39
No.8,,,,,,,12,小山邦彦,,,,・おおたか,42.58
No.8,,,,,,,1,知見邦彦,二俣川,7/10,2:34.79,0.71,33.33
No.8,,,,,,,2,大作善祥,おおたか,6/10,2:45.41,0.83,34.64
No.8,,,,,,,3,皆川雅登,,,,・大宮宮原,36.39
No.8,,,,,,,4,吉岡範人,,,,・市ヶ尾,36.30
No.8,,,,,,,5,齊藤仁,,,,・茂原,37.22
No.8,,,,,,,6,浅野ワ引,,,,・新都心,40.46
No.8,,,,,,,1,棚網宏之,,,,・阿佐谷,32.54
No.8,,,,,,,2,図師拓千,,,,・市ヶ尾,32.85
No.8,,,,,,,3,浅岡,,,,・用賀,36.63
No.8,,,,,,,1,立石裕太郎,,,,・二俣川,31.10
No.8,,,,,,,2,古川貝-,,,,・おおたか,30.82
No.8,,,,,,,3,津守陽引,,,,・阿佐谷,30.60
No.8,,,,,,,4,長田裕史,,,,・柏,32.52
No.8,,,,,,,5,木村考太,,,,・市ヶ尾,33.73
No.8,,,,,,,1,今里昂哉,,,,・清瀬,29.31
No.8,,,,,,,2,小野健,,,,・天王洲,28.72
No.8,,,,,,,3,前島悠也,,,,・葛西,30.64
No.8,,,,,,,4,成田昌記,,,,・二俣川,30.22
No.8,,,,,,,1,矢野匠,,,,・葛西,34.68
No.8,,,,,,,2,西田仁,,,,ザバス藤が丘,37.08
No.8,,,,,,,1,三角一汰,,,,・新都心,28.91
No.8,,,,,,,2,重高良彦,,,,・育見台,30.54
No.8,,,,,,,3,山下智也,,,,・S湘南台,31.50
No.9,,,,,,,1,熊谷一枝,,,,・天王洲,58.93
No.9,,,,,,,2,平田美佐子,,,,・天王洲,1:03.65
No.9,,,,,,,1,安澤イソ子,,,,・市ヶ尾,54.93
No.9,,,,,,,2,舘野圭子,,,,・用賀,1:03.30
No.9,,,,,,,3,久美紀枝,,,,・流山,58.14
No.9,,,,,,,4,武藤治子,,,,・二俣川,57.02
No.9,,,,,,,1,宇田川礼子,,,,・我孫子,48.22
No.9,,,,,,,2,竹原君枝,慶應日吉,5/10,1:48.94,1.07,52.31
No.9,,,,,,,3,若林多恵子,,,,・谷津,53.21
No.9,,,,,,,4,浅野美恵子,,,,・蒲田,49.70
No.9,,,,,,,5,馬場悦子,,,,・清瀬,54.93
No.9,,,,,,,6,松永タズョ,おおたか,3/10,1:56.88,1.32,51.77
No.9,,,,,,,7,原田早苗,,,,・南千住,59.27
No.9,,,,,,,1,原田岳美,,,,・藤沢,41.31
No.9,,,,,,,2,中平信子,,,,・成瀬,42.56
No.9,,,,,,,3,近藤ひな子,,,,・二俣川,42.08
No.9,,,,,,,4,後藤明美,,,,・天王洲,48.36
No.9,,,,,,,5,相澤史子,,,,・松戸,47.45
No.9,,,,,,,6,戸倉陽子,,,,・慶應日吉,54.70
No.9,,,,,,,7,富樫博子,,,,・大森,53.64
No.9,,,,,,,8,中島初美,,,,・大森,54.99
No.9,,,,,,,9,于亜芝,,,,・南千住,56.79
No.9,,,,,,,10,長谷川節子,,,,・天王洲,59.93
No.9,,,,,,,1,野村洋子,,,,ザバス八景,40.20
No.9,,,,,,,2,山﨑京子,,,,・横浜,42.42
No.9,,,,,,,3,川久ちづる,ザバス川崎,7/10,1:35.34,0.96,43.62
No.9,,,,,,,4,井上美佐子,,,,・大森,43.65
No.9,,,,,,,5,石河久美子,溝ノロ,6/10,1:38.74,0.75,45.04
No.9,,,,,,,6,臼井希代子,,,,・大宮宮原,47.74
No.9,,,,,,,7,古宇田淳子,,,,・南千住,47.43
No.9,,,,,,,8,石崎節代,,,,・南千住,46.33
No.9,,,,,,,9,岡田美恵子,,,,・溝ノロ,48.80
No.9,,,,,,,10,杉山規子,,,,・川越,48.52
No.9,,,,,,,11,掘ロ実枝子,,,,・トレッサ,50.01
No.9,,,,,,,12,松浦敏子,,,,・我孫子,48.45
No.9,,,,,,,13,鶴﨑緑,,,,・トレッサ,49.44
No.9,,,,,,,14,宮原美穂,,,,・福生,57.07
No.9,,,,,,,1,永瀬秀子,,,,・二俣川,35.48
No.9,,,,,,,2,早津恵子,,,,・越谷,39.26
No.9,,,,,,,3,伊藤みどり,,,,・育.ロ,40.79
No.9,,,,,,,4,大槻真由美,,,,・清瀬,40.62
No.9,,,,,,,5,高橋久美,,,,・市川,41.76
No.9,,,,,,,6,福原美奈 ・,,,,毛海岸,43.43
No.9,,,,,,,7,野崎由美子,,,,・おおたか,43.84
No.9,,,,,,,8,高松早智子,,,,・南宇都宮,42.94
No.9,,,,,,,9,伊藤ゆかり,,,,・成城,44.35
No.9,,,,,,,10,加藤雅弓,,,,・新都心,45.47
No.9,,,,,,,11,山中恵子,,,,・桶川北本,46.95
No.9,,,,,,,12,山本登美子,,,,・桶川北本,49.16
No.9,,,,,,,13,佐々木れい,,,,・志木,50.41
No.9,,,,,,,14,佐々木政子,,,,・大森,53.53
No.9,,,,,,,15,飯田美奈子,,,,・西新井,1:00.62
No.9,,,,,,,1,前畑章子,,,,・慶應日吉,36.56
No.9,,,,,,,2,石井紀美子,,,,・s湘南ロ,37.06
No.9,,,,,,,3,二ノ宮美佳,,,,・越谷,45.02
No.9,,,,,,,4,鈴木夏実,,,,・慶應日吉,44.18
No.9,,,,,,,5,佐藤直子,,,,・我孫子,47.85
No.9,,,,,,,6,森内裕子,,,,・天王洲,48.24
No.9,,,,,,,7,及川董,,,,・松戸,46.96
No.9,,,,,,,8,冨樫真樹子,,,,・用賀,46.77
No.9,,,,,,,9,佐々木タ子,,,,・市ヶ尾,52.29
No.9,,,,,,,10,日置睦,,,,・我孫子,54.38
No.9,,,,,,,1,友田智哲,南青山,9/10,1:16.21,0.78,35.26
No.9,,,,,,,2,大石里佳,,,,・おおたか,38.78
No.9,,,,,,,3,成島志雅子,,,,・F宇都宮,40.72
No.9,,,,,,,4,酒井貴代,,,,・大森,41.19
No.9,,,,,,,5,小林和江,,,,・福生,42.84
No.9,,,,,,,6,北瀬あづさ,,,,・市ヶ尾,45.33
No.9,,,,,,,7,津田千鶴,,,,・育.ロ,48.28
No.9,,,,,,,1,佐々木彩,,,,・成城,33.47
No.9,,,,,,,2,四井美穂,,,,・天王洲,36.86
No.9,,,,,,,3,芳賀加代子,,,,・南青山,37.97
No.9,,,,,,,4,小室桃子,,,,・八王子,38.85
No.9,,,,,,,5,細沼悦子,,,,・越谷,40.72
No.9,,,,,,,6,福本麻美,,,,・慶應日吉,39.33
No.9,,,,,,,7,市川百合子,,,,・大宮宮原,43.73
No.9,,,,,,,8,赤坂恵美子,志木,4/10,1:44.36,0.88,48.30
No.9,,,,,,,1,上沢絵里奈,,,,・慶應日吉,33.07
No.9,,,,,,,2,小豆澤和代,慶應日吉,10/10,1:12.33,0.90,33.87
No.9,,,,,,,3,錦織佳奈子,,,,ザバス川崎,36.55
No.9,,,,,,,4,井島孝子,,,,・天王洲,45.76
No.9,,,,,,,1,風 捺央,,,,・市川,31.84
No.9,,,,,,,2,豊島葉子,,,,・袖ヶ浦,31.50
No.9,,,,,,,3,吉田のばら,,,,・南千住,32.36
No.9,,,,,,,4,中山翠,,,,ザバス川崎,39.39
No.9,,,,,,,1,小林志穂,,,,・葛西,32.25
No.9,,,,,,,2,ューボーノード菜月 ・柏,,,,8/9,31.06
No.9,,,,,,,3,横溝万波,,,,・成瀬,31.12
No.9,,,,,,,4,丸玖瑠都,,,,・成城,32.20
No.9,,,,,,,5,真如美優,,,,・南千住,33.50
No.9,,,,,,,6,木田景子,,,,・平塚,33.29
No.9,,,,,,,1,岩城心美,,,,・武蔵小杉,30.20
No.9,,,,,,,2,森山稜子,,,,・新都心,35.63
No.10,,,,,,,1,井上隆史,,,,・市ヶ尾,45.75
No.10,,,,,,,1,中田正二,,,,・成城,43.01
No.10,,,,,,,1,服部陽一,,,,・成瀬,43.32
No.10,,,,,,,2,大内洋,,,,・葛西,47.91
No.10,,,,,,,1,亀田一麿,,,,・東戸塚,34.13
No.10,,,,,,,2,若宮,成城,5/10,1:24.02,0.75,38.40
No.10,,,,,,,3,香川左近,,,,・二俣川,41.31
No.10,,,,,,,4,岸田孝,,,,・南青山,45.96
No.10,,,,,,,5,松下達一,,,,・西新井,48.29
No.10,,,,,,,1,海辺信吉,,,,・おおたか,33.56
No.10,,,,,,,2,岩田,,,,・慶應日吉,37.08
No.10,,,,,,,3,竹内新,中,4/10,1:24.19,0.95,41.18
No.10,,,,,,,4,佐藤信弘,,,,・桶川北本,41.54
No.10,,,,,,,5,二宮次郎,,,,・南宇都宮,39.16
No.10,,,,,,,6,鈴木義夫 ・,,,,谷,43.50
No.10,,,,,,,1,早津英哉 ・,,,,谷,32.27
No.10,,,,,,,2,中村勝,,,,・南千住,31.82
No.10,,,,,,,3,山賀勝之,,,,・南青山,33.85
No.10,,,,,,,4,池谷千尋,,,,・長津田,36.45
No.10,,,,,,,5,二宮,,,,・トレッサ,36.57
No.10,,,,,,,6,藤井宏哉,,,,・松戸,39.49
No.10,,,,,,,7,横山一 ・,,,,谷,39.71
No.10,,,,,,,8,小島,,,,・柏,40.54
No.10,,,,,,,9,山本和巳,,,,・茂原,42.32
No.10,,,,,,,10,二宮博,,,,・横浜,39.47
No.10,,,,,,,11,黒川一,,,,・市ヶ尾,44.16
No.10,,,,,,,12,半澤繁,,,,・清瀬,46.64
No.10,,,,,,,1,弭 政隆,,,,・葛西,33.44
No.10,,,,,,,2,本丈博,毛海岸,6/10,1:14.68,0.81,35.62
No.10,,,,,,,3,加藤寿起,,,,・袖ヶ浦,36.95
No.10,,,,,,,4,吉峯幸郎,,,,・用賀,37.00
No.10,,,,,,,5,温井芳浩,,,,・谷津,38.49
No.10,,,,,,,6,安藤朋邦,南青山,3/10,1:22.44,0.85,39.06
No.10,,,,,,,7,大木義之,,,,・清瀬,41.92
No.10,,,,,,,1,田窪達,,,,・市ヶ尾,27.92
No.10,,,,,,,2,畠山雅和,,,,・袖ヶ浦,27.94
No.10,,,,,,,3,土井清孝,,,,ザバス鶴見,31.58
No.10,,,,,,,4,藤本豊和,,,,・長津田,32.67
No.10,,,,,,,5,山田耕一,,,,・清瀬,32.58
No.10,,,,,,,6,藤井清和,,,,・武蔵小杉,33.84
No.10,,,,,,,7,足立晃,,,,・新川崎,32.02
No.10,,,,,,,8,平田博之,,,,・ときわ台,34.45
No.10,,,,,,,9,佐久 毅慶,,,,・新都心,36.21
No.10,,,,,,,10,倉本貴司,,,,・東十条,35.23
No.10,,,,,,,11,月田光輝,,,,・おおたか,32.29
No.10,,,,,,,12,本 智浩,,,,・志木,36.54
No.10,,,,,,,13,小山邦彦,,,,・おおたか,41.63
No.10,,,,,,,1,野村峰生,,,,・大森,28.55
No.10,,,,,,,2,北川貴義,,,,・阿佐谷,29.23
No.10,,,,,,,3,中込孝之,,,,ザバス川崎,29.87
No.10,,,,,,,4,山内イ,,,,・市ヶ尾,30.12
No.10,,,,,,,5,西田幸弘,,,,・藤沢,31.99
No.10,,,,,,,6,小島直政,,,,・久喜,35.17
No.10,,,,,,,1,川瀬次,,,,・大宮宮原,29.35
No.10,,,,,,,1,岩本和也,,,,・志木,28.72
No.10,,,,,,,2,吉川重行,,,,・桶川北本,29.46
No.10,,,,,,,3,和田,,,,・阿佐谷,32.18
No.10,,,,,,,4,増田,,,,・平塚,34.85
No.10,,,,,,,1,石井孟,,,,・葛西,28.01
No.10,,,,,,,2,伊藤孝優,,,,・八王子,30.01
No.10,,,,,,,3,渡部慎也,,,,・大森,31.76
No.10,,,,,,,4,寺田遼太,,,,・天王洲,30.84
No.10,,,,,,,5,山田義明,,,,・おおたか,39.04
No.10,,,,,,,1,田中壮一郎,,,,・二俣川,27.92
No.10,,,,,,,2,木渕大輝,,,,・天王洲,28.77
No.10,,,,,,,3,柿沼龍史,,,,・成城,28.22
No.10,,,,,,,4,泉翔太,,,,・葛西,29.86
No.10,,,,,,,5,村上裕哉,南千住,8/10,1:01.81,0.74,28.16
No.10,,,,,,,6,星友也,,,,・天王洲,29.24
No.10,,,,,,,7,武本侑己,,,,・青砥,29.42
No.10,,,,,,,8,西田壮仁,ザバス藤が丘,7/10,1:07.95,0.71,32.33
No.10,,,,,,,1,菅原啓,,,,・慶應日吉,26.83
No.10,,,,,,,2,村田拓斗,,,,・長津田,26.06
No.10,,,,,,,3,織戸友宏,,,,・葛西,27.17
No.10,,,,,,,4,藤井龍生,横浜,9/10,1:00.13,0.62,28.33
No.10,,,,,,,5,佐藤汰祐,,,,ザバス鶴見,29.59
No.10,,,,,,,6,金子智哉,,,,・清瀬,29.78
No.11,,,,,,,1,葛西,,,,290歳,49.73
No.11,,,,,,,1,"松,恵子",,,,0.72,
No.11,,,,,,,2,菅野泰子,,,,0.43,
No.11,,,,,,,3,大山恵子,,,,0.45,
No.11,,,,,,,4,青砥美智子,,,,0.32,
No.11,,,,,,,2,慶應日吉,,,,280歳,54.53
No.11,,,,,,,1,山田智子,,,,0.78,
No.11,,,,,,,2,渡部みさを,,,,0.31,
No.11,,,,,,,3,井手敦子,,,,0.78,
No.11,,,,,,,4,竹原君枝,,,,0.70,
No.11,,,,,,,3,南千住,,,,288歳,52.37
No.11,,,,,,,1,石崎節代,,,,0.71,
No.11,,,,,,,2,匕形実,,,,0.64,
No.11,,,,,,,3,下川美枝,,,,0.90,
No.11,,,,,,,4,井節子,,,,0.32,
No.11,,,,,,,4,市ヶ尾,,,,291歳,50.61
No.11,,,,,,,1,嶋田陽子,,,,0.89,
No.11,,,,,,,2,荒深なみ,,,,0.72,
No.11,,,,,,,3,原昌代,,,,0.48,
No.11,,,,,,,4,安澤イソ子,,,,0.84,
No.11,,,,,,,1,樋ロ孝子,,,,,
No.11,,,,,,,2,渡邉登美子,,,,,
No.11,,,,,,,3,近藤みゅき,,,,,
No.11,,,,,,,4,三嶋祐子,,,,,45.12
No.11,,,,,,,1,石田良子,,,,0.55,
No.11,,,,,,,2,太田初美,,,,0.26,
No.11,,,,,,,3,"木,恵子",,,,0.32,
No.11,,,,,,,4,坂本,,,,光子,
No.11,,,,,,,1,二俣川,,,,252歳,50.33
No.11,,,,,,,1,盛田真規子,,,,0.82,
No.11,,,,,,,2,野島久枝,,,,0.57,
No.11,,,,,,,3,武井麻知子,,,,0.51,
No.11,,,,,,,4,永瀬秀子,,,,0.27,
No.11,,,,,,,2,松戸,,,,241歳,44.62
No.11,,,,,,,1,及川,,,,0.70,
No.11,,,,,,,2,渡邊ひろみ,,,,0.36,
No.11,,,,,,,3,高橋,,,,0.20,
No.11,,,,,,,4,相澤子,,,,0.33,
No.11,,,,,,,3,志木,,,,253歳,49.85
No.11,,,,,,,1,石塚孝子,,,,0.85,
No.11,,,,,,,2,瀧下節子,,,,0.82,
No.11,,,,,,,3,高橋真美,,,,0.59,
No.11,,,,,,,4,佐々木れ,,,,0.59,
No.11,,,,,,,4,成城,,,,272歳,47.59
No.11,,,,,,,1,桶谷智子,,,,0.69,
No.11,,,,,,,2,栗林眞知子,,,,0.44,
No.11,,,,,,,3,伊藤ゅかり,,,,0.39,
No.11,,,,,,,4,草森理子,,,,0.24,
No.11,,,,,,,5,阿佐谷,,,,247歳,54.84
No.11,,,,,,,1,五十嵐ー澄,,,,0.81,
No.11,,,,,,,2,三枚堂かよ子,,,,0.45,
No.11,,,,,,,3,大原圭美,,,,0.66,
No.11,,,,,,,4,大久保彡子,,,,0.64,43.75
No.11,,,,,,,1,鈴木由ー里,,,,0.67,
No.11,,,,,,,2,櫻田,,,,琴,
No.11,,,,,,,3,浅野みどり,,,,,
No.11,,,,,,,4,梅田栄己子,,,,,
No.11,,,,,,,1,慶應日吉,,,,203歳,48.02
No.11,,,,,,,1,中野子,,,,0.82,
No.11,,,,,,,2,前畑子,,,,0.39,
No.11,,,,,,,3,宀本重,,,,0.53,
No.11,,,,,,,4,上沢絵里奈,,,,0.37,
No.11,,,,,,,2,成城,,,,228歳,39.50
No.11,,,,,,,1,仲田久美子,,,,0.61,
No.11,,,,,,,2,佐藤子,,,,0.35,
No.11,,,,,,,3,佐々木彡,,,,0.42,
No.11,,,,,,,4,高梨美樹,,,,0.63,
No.11,,,,,,,3,南千住,,,,204歳,47.68
No.11,,,,,,,1,山本由起子,,,,0.82,
No.11,,,,,,,2,田原文月,,,,0.46,
No.11,,,,,,,3,吉田ばら,,,,0.48,
No.11,,,,,,,4,杉本浩美,,,,0.32,
No.11,,,,,,,4,圭瀬,,,,227歳,40.23
No.11,,,,,,,1,大橋づ美,,,,0.71,
No.11,,,,,,,2,佐藤美絵子,,,,0.67,
No.11,,,,,,,3,田中貴子,,,,0.32,
No.11,,,,,,,4,小倉直美,,,,0.72,
No.11,,,,,,,1,市ヶ尾,,,,194歳,34.13
No.11,,,,,,,1,池田百合子,,,,0.57,
No.11,,,,,,,2,白須靖子,,,,0.47,
No.11,,,,,,,3,宀下奏子,,,,0.74,
No.11,,,,,,,4,高橋麻子,,,,0.22,
No.11,,,,,,,2,桶川.本,,,,186歳,36.21
