ID,回,順位,チーム名,フリガナ,得点,男子,女子,混合
66,79,66位,墨田区総合体育館,ｽﾐﾀﾞｸｿｳｺﾞｳﾀｲｲｸｶﾝ,36.0,0,0,0
67,79,67位,ザバススポーツクラブ鶴見,ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞ ﾂﾙﾐ,34.0,0,0,0
68,79,68位,セントラルスポーツクラブ戸塚,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞ ﾄﾂｶ,28.0,0,0,0
69,79,69位,セントラルフィットネスクラブ青砥,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ｱｵﾄ,23.0,0,0,0
70,79,70位,セントラルフィットネスクラブ新三郷,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ｼﾝﾐｻﾄ,21.0,0,0,0
71,79,71位,セントラルウェルネスクラブ高崎,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞ ﾀｶｻｷ,20.0,0,0,0
72,79,72位,セントラルフィットネスクラブ溝ノ口,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ﾐｿﾞﾉｸﾁ,16.0,0,0,0
73,79,73位,セントラルウェルネスクラブ福島,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞ ﾌｸｼﾏ,15.0,0,0,0
74,79,73位,セントラルフィットネスクラブ東戸塚,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ﾋｶﾞｼﾄﾂｶ,15.0,0,0,0
75,79,75位,セントラルスポーツクラブ岩槻,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞ ｲﾜﾂｷ,14.0,0,0,0
76,79,75位,セントラルフィットネスクラブ越谷レイクタウン,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ｺｼｶﾞﾔﾚｲｸﾀｳﾝ,14.0,0,0,0
77,79,77位,セントラルスイムクラブ川越,ｾﾝﾄﾗﾙｽｲﾑｸﾗﾌﾞ ｶﾜｺﾞｴ,1.0,0,0,0
